batsman,total_runs,total_balls,fours,sixes,strike_rate,wicket_taken,season,stadium,team,opposing_team
Mohammad Hafeez,28,28,1,0,100.00,c Jacks b Mohammad Wasim,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United
Mohammad Hafeez,69,46,9,1,150.00,c Shan Masood b Shahnawaz Dahani,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
Haris Sohail,14,15,0,1,93.33,c Sohail Tanvir b Viljoen,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Multan Sultans
Haris Sohail,12,14,0,0,85.71,c †Haddin b Watson,2017,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
Haris Sohail,13,24,0,0,54.16,not out,2017,Dubai International Cricket Stadium,Peshawar Zalmi,Karachi Kings
Haris Sohail,4,6,0,0,66.66,c Russell b Mohammad Sami,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
Haris Sohail,1,5,0,0,20.00,c Mills b Mohammad Irfan,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Karachi Kings
Haris Sohail,6,6,1,0,100.00,b Mohammad Nawaz,2017,Sharjah Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Haris Sohail,33,42,3,0,78.57,not out,2019,Dubai International Cricket Stadium,Lahore Qalandars,Quetta Gladiators
Haris Sohail,20,19,3,0,105.26,b Iftikhar Ahmed,2019,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings
Haris Sohail,43,33,4,1,130.30,c sub (Khalid Usman) b Mills,2019,"Sheikh Zayed Stadium, Abu Dhabi",Lahore Qalandars,Peshawar Zalmi
Haris Sohail,0,2,0,0,0.00,c Asif Ali b Faheem Ashraf,2019,"National Stadium, Karachi",Lahore Qalandars,Islamabad United
Haris Sohail,7,12,0,0,58.33,c Christian b Shahid Afridi,2019,"National Stadium, Karachi",Lahore Qalandars,Multan Sultans
Daren Sammy (c),29,11,2,3,263.63,c †Sangakkara b Sohail Tanvir,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Multan Sultans
Daren Sammy (c),7,7,0,1,100.00,c Sharjeel Khan b Mohammad Irfan,2017,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
Daren Sammy (c),9,6,2,0,150.00,b Faheem Ashraf,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
Daren Sammy (c),3,9,0,0,33.33,b Yasir Shah,2017,Dubai International Cricket Stadium,Peshawar Zalmi,Lahore Qalandars
Daren Sammy (c),2,7,0,0,28.57,run out (Mohammad Irfan/Bopara),2018,Dubai International Cricket Stadium,Peshawar Zalmi,Karachi Kings
Daren Sammy (c),16,4,1,2,400.00,not out,2018,Sharjah Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Daren Sammy (c),20,19,3,0,105.26,c Mohammad Sami b Rumman Raees,2017,Sharjah Cricket Stadium,Peshawar Zalmi,Islamabad United
Daren Sammy (c),34,26,1,3,130.76,c Gayle b Sohail Khan,2017,Sharjah Cricket Stadium,Peshawar Zalmi,Karachi Kings
Daren Sammy (c),17,8,1,1,212.50,not out,2017,Dubai International Cricket Stadium,Peshawar Zalmi,Lahore Qalandars
Daren Sammy (c),0,1,0,0,0.00,c Mohammad Nawaz b Mahmudullah,2017,Dubai International Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Daren Sammy (c),11,11,1,0,100.00,not out,2017,Sharjah Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Daren Sammy (c),0,2,0,0,0.00,b Zafar Gohar,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
Daren Sammy (c),0,1,0,0,0.00,not out,2017,Dubai International Cricket Stadium,Peshawar Zalmi,Karachi Kings
Daren Sammy (c),28,11,1,3,254.54,not out,2017,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Quetta Gladiators
Daren Sammy (c),36,19,4,2,189.47,not out,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Daren Sammy (c),36,15,2,4,240.00,not out,2018,Sharjah Cricket Stadium,Peshawar Zalmi,Karachi Kings
Daren Sammy (c),2,5,0,0,40.00,c Mir Hamza b Rahat Ali,2018,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Quetta Gladiators
Daren Sammy (c),30,20,2,1,150.00,c & b Umaid Asif,2020,"National Stadium, Karachi",Peshawar Zalmi,Karachi Kings
Daren Sammy (c),23,12,1,2,191.66,c Denly b Mills,2018,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Karachi Kings
Daren Sammy (c),6,6,1,0,100.00,lbw b Shadab Khan,2018,"National Stadium, Karachi",Peshawar Zalmi,Islamabad United
Daren Sammy (c),24,10,3,1,240.00,not out,2019,Sharjah Cricket Stadium,Peshawar Zalmi,Karachi Kings
Daren Sammy (c),2,13,0,0,15.38,c Vince b Mohammad Irfan,2020,Multan Cricket Stadium,Peshawar Zalmi,Multan Sultans
Daren Sammy (c),11,10,1,0,110.00,c sub (PD Salt) b Muhammad Musa,2019,Sharjah Cricket Stadium,Peshawar Zalmi,Islamabad United
Daren Sammy (c),12,9,0,1,133.33,c Shaheen Shah Afridi b Dilbar Hussain,2020,Rawalpindi Cricket Stadium,Peshawar Zalmi,Lahore Qalandars
Daren Sammy (c),5,9,0,0,55.55,not out,2019,Sharjah Cricket Stadium,Peshawar Zalmi,Multan Sultans
Daren Sammy (c),40,29,2,2,137.93,run out (Mohammad Sami),2019,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
Daren Sammy (c),3,6,0,0,50.00,c Rossouw b Bravo,2019,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,Quetta Gladiators
Daren Sammy (c),46,36,4,1,127.77,b ten Doeschate,2019,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,Lahore Qalandars
Daren Sammy (c),5,6,0,0,83.33,c Umer Khan b Mohammad Amir,2019,"National Stadium, Karachi",Peshawar Zalmi,Karachi Kings
Daren Sammy (c),46,21,2,5,219.04,run out (†Sarfaraz Ahmed),2019,"National Stadium, Karachi",Peshawar Zalmi,Quetta Gladiators
Daren Sammy (c),30,15,2,2,200.00,not out,2019,"National Stadium, Karachi",Peshawar Zalmi,Islamabad United
Daren Sammy (c),18,16,2,0,112.50,c Mohammad Nawaz b Bravo,,"National Stadium, Karachi",Peshawar Zalmi,Quetta Gladiators
Hammad Azam,3,3,0,0,100.00,not out,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Multan Sultans
Hammad Azam,18,11,2,0,163.63,not out,2016,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
Hammad Azam,0,0,0,0,-,not out,2016,Dubai International Cricket Stadium,Lahore Qalandars,Quetta Gladiators
Hammad Azam,0,1,0,0,0.00,lbw b Bopara,2016,Sharjah Cricket Stadium,Lahore Qalandars,Karachi Kings
Hammad Azam,0,1,0,0,0.00,c †Sangakkara b Sohail Tanvir,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Multan Sultans
Hammad Azam,12,6,1,1,200.00,c Livingstone b Mohammad Amir,2019,Dubai International Cricket Stadium,Multan Sultans,Karachi Kings
Hammad Azam,14,18,1,0,77.77,lbw b Shadab Khan,2019,Dubai International Cricket Stadium,Multan Sultans,Islamabad United
Hammad Azam,2,2,0,0,100.00,not out,2019,Sharjah Cricket Stadium,Multan Sultans,Lahore Qalandars
Hammad Azam,0,2,0,0,0.00,lbw b Hasan Ali,2019,Sharjah Cricket Stadium,Multan Sultans,Peshawar Zalmi
Hammad Azam,29,30,2,0,96.66,lbw b Usman Shinwari,2019,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings
Hammad Azam,7,5,1,0,140.00,c †Zeeshan Ashraf b Sohail Tanvir,2020,"National Stadium, Karachi",Peshawar Zalmi,Multan Sultans
Hammad Azam,9,16,0,0,56.25,c & b Faheem Ashraf,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Islamabad United
Chris Jordan,1,1,0,0,100.00,not out,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Multan Sultans
Chris Jordan,16,10,1,1,160.00,not out,2017,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
Chris Jordan,3,10,0,0,30.00,not out,2017,Dubai International Cricket Stadium,Peshawar Zalmi,Lahore Qalandars
Chris Jordan,1,6,0,0,16.66,c Mohammad Irfan b Mills,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Karachi Kings
Chris Jordan,0,1,0,0,0.00,c †Sarfaraz Ahmed b Mohammad Nawaz,2017,Sharjah Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Chris Jordan,7,9,1,0,77.77,not out,2017,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Quetta Gladiators
Chris Jordan,0,1,0,0,0.00,not out,2018,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Karachi Kings
Chris Jordan,36,26,1,3,138.46,c Duminy b Hussain Talat,2018,"National Stadium, Karachi",Peshawar Zalmi,Islamabad United
Chris Jordan,14,9,1,1,155.55,c & b Mills,2020,"National Stadium, Karachi",Karachi Kings,Quetta Gladiators
Chris Jordan,7,7,1,0,100.00,lbw b Imran Tahir,2020,Multan Cricket Stadium,Karachi Kings,Multan Sultans
Chris Jordan,6,8,0,0,75.00,not out,2020,"National Stadium, Karachi",Karachi Kings,Islamabad United
Chris Jordan,0,0,0,0,-,not out,2019,"National Stadium, Karachi",Peshawar Zalmi,Islamabad United
Chris Jordan,0,0,0,0,-,not out,,"National Stadium, Karachi",Peshawar Zalmi,Quetta Gladiators
Chris Jordan,5,4,1,0,125.00,b Shadab Khan,2022,"National Stadium, Karachi",Karachi Kings,Islamabad United
Chris Jordan,1,1,0,0,100.00,not out,2022,"Gaddafi Stadium, Lahore",Karachi Kings,Peshawar Zalmi
Chris Jordan,0,1,0,0,0.00,run out (Waqas Maqsood),2022,"Gaddafi Stadium, Lahore",Karachi Kings,Islamabad United
Chris Jordan,0,0,0,0,-,not out,2022,"Gaddafi Stadium, Lahore",Karachi Kings,Multan Sultans
Chris Jordan,0,1,0,0,0.00,b Rashid Khan,2022,"Gaddafi Stadium, Lahore",Karachi Kings,Lahore Qalandars
Chris Jordan,30,12,3,2,250.00,not out,2024,Rawalpindi Cricket Stadium,Multan Sultans,Peshawar Zalmi
Chris Jordan,15,7,1,1,214.28,not out,2024,Rawalpindi Cricket Stadium,Multan Sultans,Islamabad United
Chris Jordan,0,1,0,0,0.00,c †Azam Khan b Imad Wasim,2024,"National Stadium, Karachi",Multan Sultans,Islamabad United
Kumar Sangakkara †,57,51,3,2,111.76,c †Kamran Akmal b Wahab Riaz,2018,Dubai International Cricket Stadium,Multan Sultans,Peshawar Zalmi
Kumar Sangakkara †,63,44,5,3,143.18,c Fakhar Zaman b Mustafizur Rahman,2018,Dubai International Cricket Stadium,Multan Sultans,Lahore Qalandars
Kumar Sangakkara †,6,5,1,0,120.00,c Asif Ali b Rumman Raees,2018,Dubai International Cricket Stadium,Multan Sultans,Islamabad United
Kumar Sangakkara †,51,44,5,1,115.90,not out,2018,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators
Kumar Sangakkara †,28,24,3,2,116.66,b Dawson,2018,Dubai International Cricket Stadium,Multan Sultans,Peshawar Zalmi
Kumar Sangakkara †,0,1,0,0,0.00,c Hassan Khan b Mohammad Nawaz,2018,Dubai International Cricket Stadium,Multan Sultans,Quetta Gladiators
Kumar Sangakkara †,45,30,8,1,150.00,c Devcich b Narine,2018,Dubai International Cricket Stadium,Multan Sultans,Lahore Qalandars
Kumar Sangakkara †,18,13,2,1,138.46,c †Mohammad Rizwan b Mohammad Irfan,2018,Dubai International Cricket Stadium,Multan Sultans,Karachi Kings
Kumar Sangakkara †,1,3,0,0,33.33,c Hales b Patel,2018,Sharjah Cricket Stadium,Multan Sultans,Islamabad United
Ahmed Shehzad,0,6,0,0,0.00,c Hammad Azam b Wahab Riaz,2018,Dubai International Cricket Stadium,Multan Sultans,Peshawar Zalmi
Ahmed Shehzad,11,9,2,0,122.22,c & b Imran Khalid,2016,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United
Ahmed Shehzad,5,8,0,0,62.50,c †Mohammad Rizwan b Sohail Tanvir,2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars
Ahmed Shehzad,38,33,5,0,115.15,c †Umar Akmal b Mustafizur Rahman,2018,Dubai International Cricket Stadium,Multan Sultans,Lahore Qalandars
Ahmed Shehzad,71,46,5,4,154.34,c Imad Wasim b Shakib Al Hasan,2016,Dubai International Cricket Stadium,Quetta Gladiators,Karachi Kings
Ahmed Shehzad,11,7,1,1,157.14,c Pollard b Sohail Khan,2017,Dubai International Cricket Stadium,Quetta Gladiators,Karachi Kings
Ahmed Shehzad,11,24,1,0,45.83,c sub (Amad Butt) b Finn,2018,Dubai International Cricket Stadium,Multan Sultans,Islamabad United
Ahmed Shehzad,26,15,3,1,173.33,c Zohaib Khan b Mohammad Sami,2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United
Ahmed Shehzad,16,11,1,1,145.45,c †Kamran Akmal b Tait,2016,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Ahmed Shehzad,15,11,3,0,136.36,b Cooper,2016,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars
Ahmed Shehzad,15,15,2,0,100.00,b Mohammad Irfan,2017,Sharjah Cricket Stadium,Quetta Gladiators,Lahore Qalandars
Ahmed Shehzad,41,31,5,1,132.25,c Sharjeel Khan b Russell,2016,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United
Ahmed Shehzad,27,35,3,0,77.14,c Hastings b Hassan Khan,2018,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators
Ahmed Shehzad,54,40,4,3,135.00,c Pollard b Sohail Khan,2017,Dubai International Cricket Stadium,Quetta Gladiators,Karachi Kings
Ahmed Shehzad,41,27,7,0,151.85,b Usama Mir,2016,Sharjah Cricket Stadium,Quetta Gladiators,Karachi Kings
Ahmed Shehzad,59,51,5,1,115.68,c Shadab Khan b Mohammad Sami,2017,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United
Ahmed Shehzad,37,37,3,0,100.00,run out (Umaid Asif),2018,Dubai International Cricket Stadium,Multan Sultans,Peshawar Zalmi
Ahmed Shehzad,1,7,0,0,14.28,c †Sarfaraz Ahmed b Anwar Ali,2018,Dubai International Cricket Stadium,Multan Sultans,Quetta Gladiators
Ahmed Shehzad,0,4,0,0,0.00,c Sohaib Maqsood b Mohammad Asghar,2017,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Ahmed Shehzad,21,17,2,1,123.52,b Wahab Riaz,2016,Sharjah Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Ahmed Shehzad,4,2,1,0,200.00,lbw b Ehsan Adil,2016,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars
Ahmed Shehzad,71,38,7,4,186.84,c Wahab Riaz b Sammy,2017,Sharjah Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Ahmed Shehzad,32,34,3,1,94.11,c †Gulraiz Sadaf b McClenaghan,2018,Dubai International Cricket Stadium,Multan Sultans,Lahore Qalandars
Ahmed Shehzad,6,9,1,0,66.66,st †Kamran Akmal b Mohammad Asghar,2016,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Ahmed Shehzad,24,17,1,2,141.17,st †Mohammad Rizwan b Imad Wasim,2018,Dubai International Cricket Stadium,Multan Sultans,Karachi Kings
Ahmed Shehzad,1,5,0,0,20.00,c Khushdil Shah b Hasan Ali,2017,"Gaddafi Stadium, Lahore",Quetta Gladiators,Peshawar Zalmi
Ahmed Shehzad,64,39,9,1,164.10,c Badree b Mohammad Sami,2016,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United
Ahmed Shehzad,3,10,0,0,30.00,c Amad Butt b Faheem Ashraf,2018,Sharjah Cricket Stadium,Multan Sultans,Islamabad United
Ahmed Shehzad,7,11,1,0,63.63,c Faheem Ashraf b Muhammad Musa,2020,"National Stadium, Karachi",Quetta Gladiators,Islamabad United
Ahmed Shehzad,0,1,0,0,0.00,lbw b Hasan Ali,2019,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Ahmed Shehzad,2,6,0,0,33.33,b Patel,2019,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United
Ahmed Shehzad,12,12,0,1,100.00,c Banton b Mohammad Amir Khan,2020,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi
Ahmed Shehzad,11,9,2,0,122.22,c Jordan b Imad Wasim,2020,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
Ahmed Shehzad,12,5,0,2,240.00,st †Ronchi b Shadab Khan,2020,Rawalpindi Cricket Stadium,Quetta Gladiators,Islamabad United
Ahmed Shehzad,10,17,0,0,58.82,c Shoaib Malik b Wahab Riaz,2020,Rawalpindi Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Ahmed Shehzad,28,35,2,0,80.00,not out,2019,Dubai International Cricket Stadium,Quetta Gladiators,Multan Sultans
Ahmed Shehzad,50,45,5,0,111.11,b Umaid Asif,2019,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Peshawar Zalmi
Ahmed Shehzad,9,8,2,0,112.50,c Patel b Shaheen Shah Afridi,2020,"Gaddafi Stadium, Lahore",Quetta Gladiators,Lahore Qalandars
Ahmed Shehzad,73,46,9,1,158.69,c Shadab Khan b Amad Butt,2019,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Islamabad United
Ahmed Shehzad,99,57,8,6,173.68,c Ingram b Usman Shinwari,2019,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
Ahmed Shehzad,1,4,0,0,25.00,b Mills,2019,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi
Ahmed Shehzad,0,2,0,0,0.00,c †Mohammad Rizwan b Waqas Maqsood,2020,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
Ahmed Shehzad,58,51,6,1,113.72,not out,,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi
Sohaib Maqsood,21,16,3,1,131.25,c Jordan b Mohammad Asghar,2018,Dubai International Cricket Stadium,Multan Sultans,Peshawar Zalmi
Sohaib Maqsood,22,27,0,1,81.48,c Bopara b Imad Wasim,2016,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings
Sohaib Maqsood,4,6,1,0,66.66,b Yasir Shah,2018,Dubai International Cricket Stadium,Multan Sultans,Lahore Qalandars
Sohaib Maqsood,0,4,0,0,0.00,c McCullum b Yasir Shah,2017,Dubai International Cricket Stadium,Peshawar Zalmi,Lahore Qalandars
Sohaib Maqsood,1,4,0,0,25.00,c Rumman Raees b Mohammad Sami,2018,Dubai International Cricket Stadium,Multan Sultans,Islamabad United
Sohaib Maqsood,30,24,2,1,125.00,not out,2017,Sharjah Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Sohaib Maqsood,0,3,0,0,0.00,c & b Mohammad Sami,2017,Sharjah Cricket Stadium,Peshawar Zalmi,Islamabad United
Sohaib Maqsood,5,5,1,0,100.00,c Pollard b Usman Shinwari,2017,Sharjah Cricket Stadium,Peshawar Zalmi,Karachi Kings
Sohaib Maqsood,26,21,2,1,123.80,not out,2018,Sharjah Cricket Stadium,Multan Sultans,Quetta Gladiators
Sohaib Maqsood,85,42,4,7,202.38,not out,2018,Dubai International Cricket Stadium,Multan Sultans,Peshawar Zalmi
Sohaib Maqsood,27,33,2,1,81.81,lbw b Laughlin,2018,Dubai International Cricket Stadium,Multan Sultans,Quetta Gladiators
Sohaib Maqsood,0,2,0,0,0.00,c Asad Shafiq b Mahmudullah,2017,Dubai International Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Sohaib Maqsood,16,18,1,0,88.88,b Narine,2018,Dubai International Cricket Stadium,Multan Sultans,Lahore Qalandars
Sohaib Maqsood,57,44,5,2,129.54,c Asif Ali b Mohammad Irfan,2016,Dubai International Cricket Stadium,Lahore Qalandars,Islamabad United
Sohaib Maqsood,11,7,1,1,157.14,c Babar Azam b Usman Shinwari,2018,Dubai International Cricket Stadium,Multan Sultans,Karachi Kings
Sohaib Maqsood,13,13,2,0,100.00,c Hales b Amad Butt,2018,Sharjah Cricket Stadium,Multan Sultans,Islamabad United
Sohaib Maqsood,26,29,1,2,89.65,c Mohammad Irfan b Ghulam Mudassar,2019,Dubai International Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Sohaib Maqsood,2,4,0,0,50.00,c Iftikhar Ahmed b Mohammad Wasim,2021,"National Stadium, Karachi",Multan Sultans,Islamabad United
Sohaib Maqsood,36,21,4,2,171.42,c †Kamran Akmal b Mahmood,2021,"National Stadium, Karachi",Multan Sultans,Peshawar Zalmi
Sohaib Maqsood,61,41,7,2,148.78,not out,2021,"National Stadium, Karachi",Multan Sultans,Lahore Qalandars
Sohaib Maqsood,34,27,2,1,125.92,not out,2021,"National Stadium, Karachi",Multan Sultans,Karachi Kings
Sohaib Maqsood,2,4,0,0,50.00,c Cutting b Mohammad Nawaz,2021,"National Stadium, Karachi",Multan Sultans,Quetta Gladiators
Sohaib Maqsood,31,14,5,1,221.42,b Waqas Maqsood,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings
Sohaib Maqsood,12,9,0,1,133.33,not out,2019,"National Stadium, Karachi",Peshawar Zalmi,Karachi Kings
Sohaib Maqsood,7,7,1,0,100.00,c & b Mohammad Nawaz,2019,"National Stadium, Karachi",Peshawar Zalmi,Quetta Gladiators
Sohaib Maqsood,16,17,1,1,94.11,c Fakhar Zaman b Dilbar Hussain,2020,"National Stadium, Karachi",Peshawar Zalmi,Lahore Qalandars
Sohaib Maqsood,4,6,1,0,66.66,c †Ronchi b Shadab Khan,2019,"National Stadium, Karachi",Peshawar Zalmi,Islamabad United
Sohaib Maqsood,61,31,4,5,196.77,c Umaid Asif b Mohammad Imran,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Peshawar Zalmi
Sohaib Maqsood,20,20,3,0,100.00,c Rossouw b Bravo,,"National Stadium, Karachi",Peshawar Zalmi,Quetta Gladiators
Sohaib Maqsood,5,8,0,0,62.50,b Zahir Khan,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Quetta Gladiators
Sohaib Maqsood,60,40,3,4,150.00,c David b Shaheen Shah Afridi,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Lahore Qalandars
Sohaib Maqsood,30,31,0,2,96.77,st †Clarke b Mohammad Nabi,2022,"National Stadium, Karachi",Multan Sultans,Karachi Kings
Sohaib Maqsood,12,7,1,1,171.42,c Shadab Khan b Fawad Ahmed,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Islamabad United
Sohaib Maqsood,59,41,7,3,143.90,c Akif Javed b Faheem Ashraf,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Islamabad United
Sohaib Maqsood,20,17,2,1,117.64,c Mohammad Hafeez b Shaheen Shah Afridi,2022,"National Stadium, Karachi",Multan Sultans,Lahore Qalandars
Sohaib Maqsood,65,35,6,3,185.71,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Peshawar Zalmi
Sohaib Maqsood,21,23,2,1,91.30,c Smeed b Faulkner,2022,"National Stadium, Karachi",Multan Sultans,Quetta Gladiators
Sohaib Maqsood,13,11,2,0,118.18,run out (Asif Ali/†Azam Khan),2022,"National Stadium, Karachi",Multan Sultans,Islamabad United
Sohaib Maqsood,25,17,1,2,147.05,b Usman Qadir,2022,"National Stadium, Karachi",Multan Sultans,Peshawar Zalmi
Sohaib Maqsood,1,1,0,0,100.00,not out,2022,"Gaddafi Stadium, Lahore",Multan Sultans,Peshawar Zalmi
Sohaib Maqsood,29,26,4,0,111.53,c Zaman Khan b Haris Rauf,2022,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars
Sohaib Maqsood,15,6,2,1,250.00,c †Haseebullah Khan b Aamer Jamal,2023,Rawalpindi Cricket Stadium,Islamabad United,Peshawar Zalmi
Sohaib Maqsood,60,48,7,2,125.00,b Aamer Jamal,2023,"Gaddafi Stadium, Lahore",Islamabad United,Peshawar Zalmi
Shoaib Malik (c),42,30,2,2,140.00,not out,2018,Dubai International Cricket Stadium,Multan Sultans,Peshawar Zalmi
Shoaib Malik (c),12,7,0,2,171.42,not out,2016,Dubai International Cricket Stadium,Karachi Kings,Lahore Qalandars
Shoaib Malik (c),48,28,2,3,171.42,run out (†Umar Akmal),2018,Dubai International Cricket Stadium,Multan Sultans,Lahore Qalandars
Shoaib Malik (c),37,25,4,1,148.00,run out (†Sarfaraz Ahmed),2016,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators
Shoaib Malik (c),35,36,0,2,97.22,c Shadab Khan b Russell,2018,Dubai International Cricket Stadium,Multan Sultans,Islamabad United
Shoaib Malik (c),6,11,0,0,54.54,b Mohammad Sami,2016,Dubai International Cricket Stadium,Karachi Kings,Islamabad United
Shoaib Malik (c),8,7,0,1,114.28,c Sammy b Mohammad Asghar,2016,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi
Shoaib Malik (c),27,25,2,1,108.00,c Delport b Zafar Gohar,2016,Sharjah Cricket Stadium,Karachi Kings,Lahore Qalandars
Shoaib Malik (c),45,38,3,2,118.42,c Ahmed Shehzad b Mohammad Nabi,2016,Sharjah Cricket Stadium,Karachi Kings,Quetta Gladiators
Shoaib Malik (c),13,10,1,0,130.00,c Hasan Ali b Umaid Asif,2018,Dubai International Cricket Stadium,Multan Sultans,Peshawar Zalmi
Shoaib Malik (c),7,11,0,0,63.63,not out,2016,Sharjah Cricket Stadium,Karachi Kings,Islamabad United
Shoaib Malik (c),65,43,4,3,151.16,not out,2018,Dubai International Cricket Stadium,Multan Sultans,Quetta Gladiators
Shoaib Malik (c),15,14,0,0,107.14,c Imran Khan b Aamer Yamin,2016,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi
Shoaib Malik (c),3,10,0,0,30.00,c Sohail Akhtar b Shaheen Shah Afridi,2018,Dubai International Cricket Stadium,Multan Sultans,Lahore Qalandars
Shoaib Malik (c),6,8,0,0,75.00,b Shahid Afridi,2018,Dubai International Cricket Stadium,Multan Sultans,Karachi Kings
